일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm)
2006-07-25 20:00,22.8,202.1,0.5,0
2006-07-25 21:00,22.9,0,0.4,0
2006-07-25 22:00,22.7,0,0,0
2006-07-25 23:00,22.3,0,0.2,0
2006-07-26 0:00,22.4,0,0.4,51.5
2006-07-26 1:00,22.4,301.3,0.9,51.5
2006-07-26 2:00,21.1,20.6,0.7,51.5
2006-07-26 3:00,21.1,0,0.3,51.5
2006-07-26 4:00,20.9,0,0.1,51.5
2006-07-26 5:00,21.3,0,0,51.5
2006-07-26 6:00,22.2,75.4,1.5,51.5
2006-07-26 7:00,22.3,320.4,1.7,51.5
2006-07-26 8:00,21.9,291.3,1.3,51.5
2006-07-26 9:00,22.2,289,1.6,51.5
2006-07-26 10:00,23.8,0,0.2,51.5
2006-07-26 11:00,23.4,0,0.3,51.5
2006-07-26 12:00,24.4,338.5,0.5,51.5
2006-07-26 13:00,24.6,0,0.3,51.5
2006-07-26 14:00,23.6,298.1,1.8,51.5
2006-07-26 15:00,21.2,58.7,1,51.5
2006-07-26 16:00,20.6,17,0.9,51.5
2006-07-26 17:00,20.9,54.7,0.7,51.5
2006-07-26 18:00,22,2.1,0.5,51.5
2006-07-26 19:00,21.9,0,0.3,51.5
2006-07-26 20:00,21.7,53.7,0.5,51.5
2006-07-26 21:00,21.4,0,0.4,51.5
2006-07-26 22:00,21.4,0,0,51.5
2006-07-26 23:00,21.1,0,0,51.5
2006-07-27 0:00,21,0,0,0
2006-07-27 1:00,20.9,0,0.1,0
2006-07-27 2:00,20.8,0,0.1,0
2006-07-27 3:00,21.2,0,0,0
2006-07-27 4:00,21.1,0,0.1,0
2006-07-27 5:00,21.1,0,0.1,0
2006-07-27 6:00,21.8,0,0.2,0
2006-07-27 7:00,23.2,0,0,0
2006-07-27 8:00,22.1,0,0.1,0
2006-07-27 9:00,23.8,0,0,0
2006-07-27 10:00,24.6,0,0,0
2006-07-27 11:00,26.8,356.9,0.7,0
2006-07-27 12:00,28.3,58.9,1.4,0
2006-07-27 13:00,27.5,301.5,1.3,0
2006-07-27 14:00,27,325.2,2,0
2006-07-27 15:00,28.1,290.2,1.7,0
2006-07-27 16:00,28.4,298.4,1.1,0
2006-07-27 17:00,29.1,356.8,1.5,0
2006-07-27 18:00,28.5,248.6,1.6,0
2006-07-27 19:00,26.8,55.1,1.3,0
2006-07-27 20:00,26.1,100.8,1.4,0
2006-07-27 21:00,25.8,101,0.6,0
2006-07-27 22:00,25.3,64.6,1.2,0
2006-07-27 23:00,25.3,50.4,1,0
2006-07-28 0:00,25.3,124.2,1.4,0
2006-07-28 1:00,25.1,153.3,1.7,0
2006-07-28 2:00,25,174.8,1.3,0
2006-07-28 3:00,24.9,94.2,1.2,0
2006-07-28 4:00,24.9,0,0.4,0
2006-07-28 5:00,24.8,141,0.7,0
2006-07-28 6:00,24.8,132.3,1.8,0
2006-07-28 7:00,24.9,131.5,0.8,0
2006-07-28 8:00,27.1,67,1.6,0
2006-07-28 9:00,28,116.1,1.4,0
2006-07-28 10:00,28.7,206.1,1.7,0
2006-07-28 11:00,30.2,62.3,2.3,0
2006-07-28 12:00,30.4,17.9,1.7,0
2006-07-28 13:00,31,174.8,2.2,0
2006-07-28 14:00,31.6,249.4,1.7,0
2006-07-28 15:00,32.2,74.1,1.7,0
2006-07-28 16:00,30.8,317,2.3,0
2006-07-28 17:00,30.3,153.4,1.8,0
2006-07-28 18:00,28.9,186.9,1.2,0
2006-07-28 19:00,27.9,37.4,1,0
2006-07-28 20:00,26.7,156.9,1.1,0
2006-07-28 21:00,26.4,85.7,1.3,0
2006-07-28 22:00,25.8,178,0.7,0
2006-07-28 23:00,25.7,140.9,1.5,0
2006-07-29 0:00,25.7,120.1,1.5,29
2006-07-29 1:00,25.2,162.9,1.8,29
2006-07-29 2:00,25.1,128.2,1.3,29
2006-07-29 3:00,25,121.3,1.3,29
2006-07-29 4:00,24.7,145,1.7,29
2006-07-29 5:00,24.7,153.8,0.8,29
2006-07-29 6:00,24.6,146.7,1.2,29
2006-07-29 7:00,25.1,147.6,1.2,29
2006-07-29 8:00,27,287.2,0.6,29
2006-07-29 9:00,28.2,303.4,0.8,29
2006-07-29 10:00,29.7,164.1,1.1,29
2006-07-29 11:00,30.9,20.4,1.6,29
2006-07-29 12:00,30.7,167.3,1.4,29
2006-07-29 13:00,31,300.6,1.4,29
2006-07-29 14:00,32.5,265.8,1.2,29
2006-07-29 15:00,31.6,197.5,1.8,29
2006-07-29 16:00,31.8,272.1,1.7,29
2006-07-29 17:00,32,83.3,1.4,29
2006-07-29 18:00,29.7,219.1,1.2,29
2006-07-29 19:00,28.4,233.9,1,29
2006-07-29 20:00,24,157.2,1.3,29
2006-07-29 21:00,24.9,0,0.4,29
2006-07-29 22:00,25.4,0,0,29
2006-07-29 23:00,25.1,0,0,29
2008-07-23 0:00,26.2,177.5,2.6,0
2008-07-23 1:00,25.8,171.4,2,0
2008-07-23 2:00,25.8,160.8,1.3,0
2008-07-23 3:00,25.1,343,0.9,0
2008-07-23 4:00,25.2,0,0,0
2008-07-23 5:00,24.9,0,0.4,0
2008-07-23 6:00,24.5,341,1.1,0
2008-07-23 7:00,25.4,356.6,1,0
2008-07-23 8:00,26,355.6,1.2,0
2008-07-23 9:00,28.3,271,0.7,0
2008-07-23 10:00,29.4,260.6,1.5,0
2008-07-23 11:00,30.2,263.3,2.8,0
2008-07-23 12:00,31,197.7,3.3,0
2008-07-23 13:00,31.5,201.4,3.6,0
2008-07-23 14:00,31.3,185,4,0
2008-07-23 15:00,30.7,185.5,3.8,0
2008-07-23 16:00,30.2,198.1,3.2,0
2008-07-23 17:00,30,184.5,2.8,0
2008-07-23 18:00,29.6,210.4,3.3,0
2008-07-23 19:00,28.9,221.3,3.4,0
2008-07-23 20:00,28.8,199,2.3,0
2008-07-23 21:00,28.5,164.2,1.6,0
2008-07-23 22:00,28.3,170.6,1.5,0
2008-07-23 23:00,27.7,233.5,2.4,0
2008-07-24 0:00,27.3,159.4,0.6,0
2008-07-24 1:00,27.1,260.3,1.8,0
2008-07-24 2:00,27,213.6,1.4,0
2008-07-24 3:00,26.9,234.9,2.3,0
2008-07-24 4:00,27.2,212.8,2.3,0
2008-07-24 5:00,27.4,210.9,2.8,0
2008-07-24 6:00,27.7,189.4,4.6,0
2008-07-24 7:00,28.1,207.7,3.8,0
2008-07-24 8:00,28.5,179.9,2.5,0
2008-07-24 9:00,29,185.4,2.9,0
2008-07-24 10:00,29.4,221.9,4.3,0
2008-07-24 11:00,30.4,213.1,4.4,0
2008-07-24 12:00,31.2,208.4,4.1,0
2008-07-24 13:00,31.6,186.4,4.2,0
2008-07-24 14:00,32,184.1,3.9,0
2008-07-24 15:00,31.3,201.9,4.8,0
2008-07-24 16:00,31.4,212.3,4.6,0
2008-07-24 17:00,30.4,198.3,4.6,0
2008-07-24 18:00,30,197,4.2,0
2008-07-24 19:00,29.5,201.6,3.8,0
2008-07-24 20:00,28.8,207.5,4.7,0
2008-07-24 21:00,28.7,211.8,3.4,0
2008-07-24 22:00,28.5,207.4,3.7,0
2008-07-24 23:00,28.1,206.4,2.8,0
2008-07-25 0:00,27.9,196.8,2.3,1
2008-07-25 1:00,27.6,173.7,2.2,1
2008-07-25 2:00,27.6,170.1,2,1
2008-07-25 3:00,27.5,149.7,1,1
2008-07-25 4:00,27.8,166.2,1.3,1
2008-07-25 5:00,27.6,163.4,2.6,1
2008-07-25 6:00,27.8,169.4,2.2,1
2008-07-25 7:00,27.8,171.9,2.8,1
2008-07-25 8:00,28.3,189.1,4,1
2008-07-25 9:00,28.1,181.4,5.7,1
2008-07-25 10:00,28.4,198.8,4.1,1
2008-07-25 11:00,28.7,203.5,3.7,1
2008-07-25 12:00,27.8,206.8,3.3,1
2008-07-25 13:00,29.2,178.7,3.1,1
2008-07-25 14:00,28.8,200.8,3.4,1
2008-07-25 15:00,29.2,213.3,3.3,1
2008-07-25 16:00,29.3,181.4,2.2,1
2008-07-25 17:00,29,172.4,2.5,1
2008-07-25 18:00,26.8,328.9,1.4,1
2008-07-25 19:00,25.8,0.5,2.9,1
2008-07-25 20:00,26,357.2,2.5,1
2008-07-25 21:00,24.7,354.9,3.2,1
2008-07-25 22:00,25.2,355.2,3,1
2008-07-25 23:00,25.1,1.9,2.7,1
2008-07-26 0:00,24.4,7.6,2.6,104.5
2008-07-26 1:00,24.4,356.5,3.4,104.5
2008-07-26 2:00,25,60.5,1.5,104.5
2008-07-26 3:00,24.1,356.5,2.9,104.5
2008-07-26 4:00,23.8,5.8,3,104.5
2008-07-26 5:00,23.5,350.9,3.9,104.5
2008-07-26 6:00,23.9,354.1,0.8,104.5
2008-07-26 7:00,23.9,0.5,2.6,104.5
2008-07-26 8:00,24.9,0,0.3,104.5
2008-07-26 9:00,25.4,357.6,3.1,104.5
2008-07-26 10:00,25.4,355.3,1.6,104.5
2008-07-26 11:00,26.3,345.6,2,104.5
2008-07-26 12:00,27.5,348.8,1.9,104.5
2008-07-26 13:00,27.9,0,0.4,104.5
2008-07-26 14:00,28.7,18.3,0.5,104.5
2008-07-26 15:00,29,210.5,1.8,104.5
2008-07-26 16:00,28.7,219.7,1.7,104.5
2008-07-26 17:00,28.5,232.5,2,104.5
2008-07-26 18:00,27.8,245.9,2.5,104.5
2008-07-26 19:00,27.4,224.4,2.3,104.5
2008-07-26 20:00,26.5,237.8,2,104.5
2008-07-26 21:00,26.1,259.3,1,104.5
2008-07-26 22:00,25.9,61.4,1.4,104.5
2008-07-26 23:00,25.4,0,0.4,104.5
2008-08-02 0:00,27.8,206.6,3.6,0
2008-08-02 1:00,27.3,228.6,3,0
2008-08-02 2:00,27.3,202.4,2.9,0
2008-08-02 3:00,27.3,197.4,4.1,0
2008-08-02 4:00,26.8,200.1,3.8,0
2008-08-02 5:00,26.8,202.7,3.3,0
2008-08-02 6:00,26.7,197.5,3.5,0
2008-08-02 7:00,27.5,204.1,2.9,0
2008-08-02 8:00,28.2,201.4,4.7,0
2008-08-02 9:00,29.2,221.3,3.9,0
2008-08-02 10:00,29.5,209.5,4.5,0
2008-08-02 11:00,30,209,4.6,0
2008-08-02 12:00,30,241.7,5.4,0
2008-08-02 13:00,30.8,208.9,5.4,0
2008-08-02 14:00,30.2,236,5.9,0
2008-08-02 15:00,30.4,190.3,5.5,0
2008-08-02 16:00,29.9,212.3,5.5,0
2008-08-02 17:00,30,209.6,5,0
2008-08-02 18:00,29.3,199.2,4.8,0
2008-08-02 19:00,28.7,222.1,4,0
2008-08-02 20:00,28.3,199.5,3.4,0
2008-08-02 21:00,28,189.7,4.3,0
2008-08-02 22:00,27.7,209.9,3.8,0
2008-08-02 23:00,27.6,210.3,3.6,0
2008-08-03 0:00,27.3,209.5,3.6,0
2008-08-03 1:00,27.2,211.4,4.2,0
2008-08-03 2:00,27.1,205,4.3,0
2008-08-03 3:00,27.2,192.7,4.5,0
2008-08-03 4:00,27.2,198.8,4.1,0
2008-08-03 5:00,27.2,188.8,4,0
2008-08-03 6:00,26.8,193.3,5,0
2008-08-03 7:00,25.9,190.1,2.6,1
2008-08-03 8:00,26.5,186.3,3.7,0
2008-08-03 9:00,27.3,199.5,4,0
2008-08-03 10:00,28.1,207.9,4,0
2008-08-03 11:00,28.6,196.6,3.9,0
2008-08-03 12:00,29.4,200,3.7,0
2008-08-03 13:00,30.3,215.3,4.2,0
2008-08-03 14:00,31.5,189.8,4.8,0
2008-08-03 15:00,31.6,184.4,4.4,0
2008-08-03 16:00,30.9,210.7,3.6,0
2008-08-03 17:00,30.8,199.1,2.6,0
2008-08-03 18:00,30.4,197.1,3.1,0
2008-08-03 19:00,29.4,152.6,2.2,0
2008-08-03 20:00,27.5,46.3,1.6,0
2008-08-03 21:00,27.3,46.9,1.9,0
2008-08-03 22:00,27.2,14.2,0.8,0
2008-08-03 23:00,26.5,220.2,1,0
2008-08-04 0:00,25.2,280.3,1.7,0
2008-08-04 1:00,25.3,239.8,1.4,0
2008-08-04 2:00,24.7,281.4,1.2,0
2008-08-04 3:00,24.6,240.2,1.7,0
2008-08-04 4:00,24.3,269.7,1.6,0
2008-08-04 5:00,24.1,264.6,1.1,0
2008-08-04 6:00,24.3,271.2,0.8,0
2008-08-04 7:00,25,319.3,0.5,0
2008-08-04 8:00,25.7,262.8,1,0
2008-08-04 9:00,27.2,303.7,0.9,0
2008-08-04 10:00,28.1,249.1,1.9,0
2008-08-04 11:00,28.9,241.9,3,0
2008-08-04 12:00,30.1,236.9,3.1,0
2008-08-04 13:00,30.8,226.4,3.2,0
2008-08-04 14:00,30.1,110.7,2.4,0
2008-08-04 15:00,30.1,112.2,2.2,0
2008-08-04 16:00,29.2,116.4,3.8,0
2008-08-04 17:00,28.9,107.7,3,0
2008-08-04 18:00,28.6,65.5,3.7,0
2008-08-04 19:00,27.7,112.5,2.6,0
2008-08-04 20:00,27.1,119.9,1.4,0
2008-08-04 21:00,26.6,271.1,1.6,0
2008-08-04 22:00,26.3,217.9,0.5,0
2008-08-04 23:00,26.2,61.4,0.9,0
2008-08-05 0:00,25.3,0.5,1.5,0
2008-08-05 1:00,24.9,4.8,1.3,0
2008-08-05 2:00,24.3,349.3,1.4,0
2008-08-05 3:00,24,358,1,0
2008-08-05 4:00,23.8,354.1,1.5,0
2008-08-05 5:00,23.4,358.9,1.4,0
2008-08-05 6:00,23.3,6,1.5,0
2008-08-05 7:00,23.8,356.7,1.9,0
2008-08-05 8:00,24.1,352.7,2.2,0
2008-08-05 9:00,25.8,15.7,1.3,0
2008-08-05 10:00,27.8,322.1,0.8,0
2008-08-05 11:00,30,338.7,0.9,0
2008-08-05 12:00,31.1,336.9,2,0
2008-08-05 13:00,31.2,207.5,3.4,0
2008-08-05 14:00,31.4,221,3.9,0
2008-08-05 15:00,30.5,103,3.3,0
2008-08-05 16:00,30.8,124.8,2.4,0
2008-08-05 17:00,31.3,133.4,1.9,0
2008-08-05 18:00,30.3,52.5,2.6,0
2008-08-05 19:00,28.3,259.9,2.4,0
2008-08-05 20:00,27.2,304.4,1.2,0
2008-08-05 21:00,26.9,263.4,1.4,0
2008-08-05 22:00,26.2,329.6,0.8,0
2008-08-05 23:00,26.2,0,0.2,0
2008-08-06 0:00,25.5,354.1,1.7,0
2008-08-06 1:00,24.8,6.7,2.2,0
2008-08-06 2:00,24.3,358.6,1.8,0
2008-08-06 3:00,24,357.3,1.5,0
2008-08-06 4:00,23.5,5.9,2.4,0
2008-08-06 5:00,23.2,358,1.8,0
2008-08-06 6:00,23,1.1,2,0
2008-08-06 7:00,23.7,355.4,1.5,0
2008-08-06 8:00,24.9,352.3,1.4,0
2008-08-06 9:00,25.8,339.7,2.3,0
2008-08-06 10:00,28.6,323,1.6,0
2008-08-06 11:00,29.7,270.4,2,0
2008-08-06 12:00,30.7,226.3,1.1,0
2008-08-06 13:00,31,151,3,0
2008-08-06 14:00,30.3,72.7,4.5,0
2008-08-06 15:00,30.1,79.7,5.2,0
2008-08-06 16:00,29.4,82.3,5,0
2008-08-06 17:00,29,69.8,5.1,0
2008-08-06 18:00,28.4,85.8,4.5,0
2008-08-06 19:00,27.8,76.8,3.6,0
2008-08-06 20:00,27.1,15.3,1.7,0
2008-08-06 21:00,26.7,15.4,1.8,0
2008-08-06 22:00,25.8,358.7,2.2,0
2008-08-06 23:00,26.1,64,3.5,0
2008-08-07 0:00,25.1,2.9,2.2,0
2008-08-07 1:00,23.7,4.1,2.5,0
2008-08-07 2:00,22.8,7.7,2.3,0
2008-08-07 3:00,21.9,6.5,2,0
2008-08-07 4:00,21.5,357.3,3.1,0
2008-08-07 5:00,22,350.5,1.5,0
2008-08-07 6:00,22,13.3,2.2,0
2008-08-07 7:00,22.5,3.1,2.1,0
2008-08-07 8:00,23.5,359.5,2.4,0
2008-08-07 9:00,25.5,356.6,3.4,0
2008-08-07 10:00,26.8,356.4,2.6,0
2008-08-07 11:00,27.8,341.3,3.6,0
2008-08-07 12:00,29.4,75.9,4,0
2008-08-07 13:00,30.1,73.4,3.4,0
2008-08-07 14:00,31.9,34.1,2.4,0
2008-08-07 15:00,31.4,83.1,3.7,0
2008-08-07 16:00,31.7,65.3,3.5,0
2008-08-07 17:00,31,75.1,3.8,0
2008-08-07 18:00,30.1,72.3,4.2,0
2008-08-07 19:00,28.9,68.8,5.8,0
2008-08-07 20:00,28.4,58.9,3.6,0
2008-08-07 21:00,26.6,53.5,2.7,0
2008-08-07 22:00,26.2,28.1,3,0
2008-08-07 23:00,25.6,355.1,3.2,0
2008-08-08 0:00,25.3,1.4,3.3,2
2008-08-08 1:00,25.3,353,4.7,2
2008-08-08 2:00,25.4,357.8,3,2
2008-08-08 3:00,25.3,356.7,3.2,2
2008-08-08 4:00,25.1,6.9,2,2
2008-08-08 5:00,24.9,347.1,3.1,2
2008-08-08 6:00,24.8,7.8,2.4,2
2008-08-08 7:00,25.3,18.6,2.2,2
2008-08-08 8:00,25.9,358.3,1.9,2
2008-08-08 9:00,27.3,358.2,2.6,2
2008-08-08 10:00,28.6,1.5,3.4,2
2008-08-08 11:00,27.6,76.4,2.8,2
2008-08-08 12:00,25.4,45.5,4.5,2
2008-08-08 13:00,25.9,37.6,2.2,2
2008-08-08 14:00,27.3,48.6,3.2,2
2008-08-08 15:00,28.7,356.8,2.4,2
2008-08-08 16:00,27.9,75.5,2.6,2
2008-08-08 17:00,27.9,84.1,3.9,2
2008-08-08 18:00,28.1,59.1,3.7,2
2008-08-08 19:00,27.7,40.5,2,2
2008-08-08 20:00,27.3,73.2,4.1,2
2008-08-08 21:00,26.5,41.5,2.7,2
2008-08-08 22:00,26.8,26.1,1.4,2
2008-08-08 23:00,26.6,0.8,2.2,2
2008-08-09 0:00,26.5,35.6,1.8,0
2008-08-09 1:00,25.9,96.8,2.8,0
2008-08-09 2:00,25.8,40.6,2.1,0
2008-08-09 3:00,25.4,356.4,2,0
2008-08-09 4:00,25.3,5.1,2.4,0
2008-08-09 5:00,25.2,0.4,1.8,0
2008-08-09 6:00,25.3,2.2,1.6,0
2008-08-09 7:00,25.5,353.6,1.7,0
2008-08-09 8:00,27.4,351.3,2.7,0
2008-08-09 9:00,27.9,353.9,3,0
2008-08-09 10:00,29.9,68.3,2.3,0
2008-08-09 11:00,30.4,65.4,4,0
2008-08-09 12:00,30,92.6,3.6,0
2008-08-09 13:00,30.9,97,3.4,0
2008-08-09 14:00,31.2,48.1,3.8,0
2008-08-09 15:00,31.9,55.3,3.7,0
2008-08-09 16:00,31.1,65.6,4.5,0
2008-08-09 17:00,31.2,75.4,3.6,0
2008-08-09 18:00,29.5,58.5,3.6,0
2008-08-09 19:00,29,58.9,3.9,0
2008-08-09 20:00,29.1,48.9,2.9,0
2008-08-09 21:00,28.5,61.4,3.9,0
2008-08-09 22:00,27.7,66.2,5,0
2008-08-09 23:00,27.8,54.5,4.2,0
2008-08-10 0:00,27.7,23.3,3,0
2008-08-10 1:00,27.5,31,1.8,0
2008-08-10 2:00,27.4,43.5,3.1,0
2008-08-10 3:00,26.8,13.2,2.4,0
2008-08-10 4:00,26.7,27,3.7,0
2008-08-10 5:00,26.9,33,2.6,0
2008-08-10 6:00,26.6,7.9,2,0
2008-08-10 7:00,27.5,31.6,1.8,0
2008-08-10 8:00,27.8,36,3.8,0
2008-08-10 9:00,28.4,52.6,4,0
2008-08-10 10:00,29.1,57.1,3.7,0
2008-08-10 11:00,30.2,67.8,4.8,0
2008-08-10 12:00,31.1,49.4,4.3,0
2008-08-10 13:00,32,51.2,4.2,0
2008-08-10 14:00,31.4,62.1,4.9,0
2008-08-10 15:00,32,58.9,4.7,0
2008-08-10 16:00,31.6,55.6,4.2,0
2008-08-10 17:00,31,72.4,3.2,0
2008-08-10 18:00,29.6,63.7,5,0
2008-08-10 19:00,28.6,67.7,4.4,0
2008-08-10 20:00,28.2,75.8,3.4,0
2008-08-10 21:00,28.1,43,4,0
2008-08-10 22:00,27.8,59.6,5,0
2008-08-10 23:00,27.9,39.1,2.9,0
2008-08-11 0:00,27.8,34.8,2.4,0
2008-08-11 1:00,27.7,48.3,2.1,0
2008-08-11 2:00,27.2,3.9,2.3,0
2008-08-11 3:00,26.8,353.8,3.5,0
2008-08-11 4:00,27.1,28.8,2.1,0
2008-08-11 5:00,27.3,35.3,3.5,0
2008-08-11 6:00,27.3,16.6,2.3,0
2008-08-11 7:00,27.7,10.4,1.8,0
2008-08-11 8:00,29,57.2,2.3,0
2008-08-11 9:00,28.9,75.4,2.5,0
2008-08-11 10:00,30.2,62.5,2.4,0
2008-08-11 11:00,31.6,80.1,2.5,0
2008-08-11 12:00,32,88.7,3.2,0
2008-08-11 13:00,31.9,89.7,4,0
2008-08-11 14:00,31.6,75.4,4.7,0
2008-08-11 15:00,30.7,72.8,5.4,0
2008-08-11 16:00,32.2,106,2.7,0
2008-08-11 17:00,31.5,118.7,3.8,0
2008-08-11 18:00,30.3,62.8,2.5,0
2008-08-11 19:00,29.5,54.2,2.8,0
2008-08-11 20:00,28.9,59,3.4,0
2008-08-11 21:00,28.6,52.4,3.9,0
2008-08-11 22:00,28.6,66.7,4.1,0
2008-08-11 23:00,28.6,47.9,4,0
2008-08-12 0:00,28.2,60.1,5.6,49.5
2008-08-12 1:00,28.5,41.8,2.4,49.5
2008-08-12 2:00,28.4,4.5,1.9,49.5
2008-08-12 3:00,27.9,19.3,1.8,49.5
2008-08-12 4:00,26.5,349.7,1.5,49.5
2008-08-12 5:00,25.8,355,2,49.5
2008-08-12 6:00,25.9,1.6,2.7,49.5
2008-08-12 7:00,26.8,357.9,1.6,49.5
2008-08-12 8:00,27.4,358.6,2.1,49.5
2008-08-12 9:00,29.2,358.4,1.6,49.5
2008-08-12 10:00,30.5,16.9,1.6,49.5
2008-08-12 11:00,30.7,185.3,2,49.5
2008-08-12 12:00,32.1,165.1,3.3,49.5
2008-08-12 13:00,33.2,147,2.4,49.5
2008-08-12 14:00,32.9,158.7,3.1,49.5
2008-08-12 15:00,32,145.2,2.3,49.5
2008-08-12 16:00,30.9,115,2.8,49.5
2008-08-12 17:00,30.7,93.5,3,49.5
2008-08-12 18:00,30.5,66.6,2.4,49.5
2008-08-12 19:00,30.1,62.9,3.2,49.5
2008-08-12 20:00,28.3,100.2,3.2,49.5
2008-08-12 21:00,25.9,60.8,0.7,49.5
2008-08-12 22:00,25.4,350.6,3.3,49.5
2008-08-12 23:00,25.7,29.7,2.9,49.5
2008-08-13 0:00,25.1,37.1,3.9,41.5
2008-08-13 1:00,24.5,8.7,4.1,41.5
2008-08-13 2:00,25.5,258,2.1,41.5
2008-08-13 3:00,25.8,203.7,2.9,41.5
2008-08-13 4:00,25.9,184.7,2.2,41.5
2008-08-13 5:00,25.8,181.6,2,41.5
2008-08-13 6:00,25.7,181.5,2.7,41.5
2008-08-13 7:00,26.5,181.8,1.7,41.5
2008-08-13 8:00,27.5,186.7,2.7,41.5
2008-08-13 9:00,27.9,200.3,2.6,41.5
2008-08-13 10:00,28.6,184.5,2.4,41.5
2008-08-13 11:00,29.2,221.1,3.6,41.5
2008-08-13 12:00,29.9,190.3,3.6,41.5
2008-08-13 13:00,30.6,190,4.4,41.5
2008-08-13 14:00,31,198.3,4.2,41.5
2008-08-13 15:00,31.2,207.2,4.7,41.5
2008-08-13 16:00,31.1,191.9,5.2,41.5
2008-08-13 17:00,30.1,196.3,5.1,41.5
2008-08-13 18:00,30.2,200.9,4,41.5
2008-08-13 19:00,29.6,215.9,2.6,41.5
2008-08-13 20:00,29,200.9,3.9,41.5
2008-08-13 21:00,28.6,184.5,3.8,41.5
2008-08-13 22:00,28,164.7,2.5,41.5
2008-08-13 23:00,27.8,205.2,2.7,41.5
2008-08-14 0:00,27.6,214.5,3.4,0
2008-08-14 1:00,27.2,194.7,2.1,0
2008-08-14 2:00,27.1,228.1,2.1,0
2008-08-14 3:00,26.8,220.8,1.4,0
2008-08-14 4:00,26.3,173.6,1,0
2008-08-14 5:00,25.3,0,0.4,0
2008-08-14 6:00,25.8,0,0.4,0
2008-08-14 7:00,26.4,251.3,1.5,0
2008-08-14 8:00,28.2,180.9,1.2,0
2008-08-14 9:00,28.6,255.8,1.8,0
2008-08-14 10:00,29.4,241.6,2.4,0
2008-08-14 11:00,29.9,206,3.6,0
2008-08-14 12:00,30.7,214.2,3,0
2008-08-14 13:00,31.1,222.5,3.3,0
2008-08-14 14:00,31.5,192.8,3.7,0
2008-08-14 15:00,31,211.5,3.7,0
2008-08-14 16:00,30.9,194.1,3.9,0
2008-08-14 17:00,30.3,204.8,4,0
2008-08-14 18:00,30,190.9,2.2,0
2008-08-14 19:00,29.2,163.9,2.8,0
2008-08-14 20:00,28.9,167.3,2.1,0
2008-08-14 21:00,28.9,157.3,2.1,0
2008-08-14 22:00,28.3,270,1.8,0
2008-08-14 23:00,27.6,331.8,0.6,0
2008-08-15 0:00,24.1,212.7,3.5,82.5
2008-08-15 1:00,24,247.9,0.8,82.5
2008-08-15 2:00,24.5,5.8,1,82.5
2008-08-15 3:00,23.7,41.2,1.8,82.5
2008-08-15 4:00,24.4,11.8,4.1,82.5
2008-08-15 5:00,23.9,348.5,8.4,82.5
2008-08-15 6:00,23.7,223.7,1.8,82.5
2008-08-15 7:00,24.4,198.9,3,82.5
2008-08-15 8:00,24.9,226.8,2,82.5
2008-08-15 9:00,26.1,260.7,2.5,82.5
2008-08-15 10:00,27.8,294.8,0.8,82.5
2008-08-15 11:00,29,353.6,2.2,82.5
2008-08-15 12:00,30.7,320.5,1.5,82.5
2008-08-15 13:00,29.3,165.5,3,82.5
2008-08-15 14:00,31.8,126.4,2.5,82.5
2008-08-15 15:00,30.1,124.6,4.2,82.5
2008-08-15 16:00,30.3,138.5,3.2,82.5
2008-08-15 17:00,28.9,161.3,2,82.5
2008-08-15 18:00,28.7,133.4,1.9,82.5
2008-08-15 19:00,28.2,132.7,2.1,82.5
2008-08-15 20:00,27.8,148.6,1.5,82.5
2008-08-15 21:00,27.4,78.5,2.5,82.5
2008-08-15 22:00,26,351.4,3.7,82.5
2008-08-15 23:00,25.1,357.1,3.5,82.5
2008-08-16 0:00,24.3,354.6,4.3,23.5
2008-08-16 1:00,23.5,2,2.8,23.5
2008-08-16 2:00,23.2,351,2.8,23.5
2008-08-16 3:00,23.5,352.9,3.5,23.5
2008-08-16 4:00,23.6,352.6,1.7,23.5
2008-08-16 5:00,23.4,8.7,3,23.5
2008-08-16 6:00,23.2,16.7,1.5,23.5
2008-08-16 7:00,23.1,12.5,2.2,23.5
2008-08-16 8:00,23.3,6.9,3,23.5
2008-08-16 9:00,23.7,356.3,4.5,23.5
2008-08-16 10:00,23.6,4.4,4.1,23.5
2008-08-16 11:00,23.8,20.3,4,23.5
2008-08-16 12:00,25.1,37.6,4,23.5
2008-08-16 13:00,24.7,23.8,5,23.5
2008-08-16 14:00,25,34,3.7,23.5
2008-08-16 15:00,24.2,11.7,4.8,23.5
2008-08-16 16:00,24,0.9,3.5,23.5
2008-08-16 17:00,22.9,12.4,4.3,23.5
2008-08-16 18:00,23.1,14.8,4.1,23.5
2008-08-16 19:00,22.9,17,3.1,23.5
2008-08-16 20:00,22.3,358.3,3.5,23.5
2008-08-16 21:00,22.5,10.1,3,23.5
2008-08-16 22:00,22.1,355.8,4.2,23.5
2008-08-16 23:00,21.9,2.5,3.3,23.5
2008-08-17 0:00,21.7,350.3,4.5,0
2008-08-17 1:00,21.9,352.4,3.4,0
2008-08-17 2:00,22.2,349.1,3.3,0
2008-08-17 3:00,22.1,351.2,4.5,0
2008-08-17 4:00,21.4,355.8,4.9,0
2008-08-17 5:00,21.6,354.7,4.1,0
2008-08-17 6:00,21.9,359.4,2.2,0
2008-08-17 7:00,22.4,354.1,3.5,0
