일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
2018-06-01 0:00,18,307.5,0.5,0,67.6
2018-06-01 1:00,16.7,0,0.1,0,72.8
2018-06-01 2:00,16.7,0,0.4,0,74
2018-06-01 3:00,16.3,50.4,0.5,0,76
2018-06-01 4:00,16,28.9,0.6,0,76.3
2018-06-01 5:00,16.1,2.8,1.1,0,73.1
2018-06-01 6:00,16.2,33.1,0.9,0,73.1
2018-06-01 7:00,17.2,11.1,1.2,0,68.1
2018-06-01 8:00,21.4,0,0,0,59.6
2018-06-01 9:00,24.1,160.7,0.5,0,47.3
2018-06-01 10:00,25.7,188.9,3,0,39.5
2018-06-01 11:00,25.9,161.1,2.2,0,41.5
2018-06-01 12:00,26.3,192.7,3.4,0,35.9
2018-06-01 13:00,26.7,189,3.1,0,36.9
2018-06-01 14:00,27.1,179.8,2.7,0,39.4
2018-06-01 15:00,25.7,196.7,3.3,0,39.5
2018-06-01 16:00,24.9,168,2.5,0,37.4
2018-06-01 17:00,24.7,174.4,2.6,0,36.1
2018-06-01 18:00,23.8,180.9,2.4,0,37.9
2018-06-01 19:00,22.4,171.4,2,0,42.3
2018-06-01 20:00,20.5,166.8,0.6,0,45.5
2018-06-01 21:00,20.1,0,0.3,0,45.4
2018-06-01 22:00,20.2,0,0.1,0,46.5
2018-06-01 23:00,19,32.1,0.7,0,55.5
2018-06-02 0:00,18.9,17.8,1.6,0,57.2
2018-06-02 1:00,18.3,24.8,1,0,61
2018-06-02 2:00,18.4,27.8,1,0,60.4
2018-06-02 3:00,17.7,25.2,1,0,63.3
2018-06-02 4:00,17.4,23.4,1.1,0,64.9
2018-06-02 5:00,17.4,10.8,1.2,0,66.1
2018-06-02 6:00,17.8,0,0.3,0,66.5
2018-06-02 7:00,19.3,16.4,0.7,0,64.5
2018-06-02 8:00,23.9,0,0.3,0,52.6
2018-06-02 9:00,26.3,0,0.4,0,44.2
2018-06-02 10:00,28.2,241.4,0.7,0,35.3
2018-06-02 11:00,26.8,161.5,2.9,0,36.9
2018-06-02 12:00,28.1,147.5,3.3,0,36.2
2018-06-02 13:00,28.7,159.3,3.8,0,36.3
2018-06-02 14:00,28,165.1,3.6,0,38
2018-06-02 15:00,28.9,182,2.9,0,33.9
2018-06-02 16:00,28.6,184.8,2.6,0,35.8
2018-06-02 17:00,27.6,219.3,1.8,0,36.7
2018-06-02 18:00,26.5,205.1,1.9,0,38.2
2018-06-02 19:00,25.7,184.1,1.1,0,42
2018-06-02 20:00,24.1,0,0.1,0,49.4
2018-06-02 21:00,23.5,0,0.3,0,53
2018-06-02 22:00,22.8,10.1,0.7,0,56.7
2018-06-02 23:00,22.8,0,0.3,0,51.5
2018-06-03 0:00,21.9,0,0.4,0,59.3
2018-06-03 1:00,21,38.1,0.6,0,63.1
2018-06-03 2:00,20.7,0,0.4,0,65.9
2018-06-03 3:00,20.5,29.7,1,0,67.7
2018-06-03 4:00,19.5,25.4,0.5,0,72
2018-06-03 5:00,19.2,136.7,0.7,0,73.7
2018-06-03 6:00,19.1,13,1.1,0,75.9
2018-06-03 7:00,21.2,174.9,0.7,0,68.4
2018-06-03 8:00,24,184.3,0.7,0,54.9
2018-06-03 9:00,24.1,178.5,0.9,0,52.9
2018-06-03 10:00,25.1,259.5,0.5,0,48.4
2018-06-03 11:00,27,176,2.4,0,43.1
2018-06-03 12:00,29.2,203.7,2.4,0,37.1
2018-06-03 13:00,29.1,195.8,3.4,0,35.4
2018-06-03 14:00,28,185.9,3.9,0,40.4
2018-06-03 15:00,28.1,193.6,3,0,39.3
2018-06-03 16:00,27.2,216.6,2.4,0,38.1
2018-06-03 17:00,27.2,211.3,2,0,38.2
2018-06-03 18:00,25.2,216,1.7,0,44.4
2018-06-03 19:00,23,194.2,4,0,46.2
2018-06-03 20:00,21.5,185.3,1.5,0,58.2
2018-06-03 21:00,21.6,181.9,2,0,59.5
2018-06-03 22:00,21,185.6,1.5,0,61.2
2018-06-03 23:00,20.5,199.4,1.1,0,62.4
2018-06-04 0:00,21.1,252.1,1.1,0,49.2
2018-06-04 1:00,19.6,14.8,1.2,0,59.4
2018-06-04 2:00,18.6,7.3,0.8,0,64.1
2018-06-04 3:00,18.2,0,0.1,0,68.6
2018-06-04 4:00,17.6,0,0,0,70.6
2018-06-04 5:00,18.2,0,0.2,0,72.1
2018-06-04 6:00,19.2,228.2,1.3,0,68.4
2018-06-04 7:00,20.6,118.5,0.5,0,64.6
2018-06-04 8:00,22.2,185.3,1.5,0,57.1
2018-06-04 9:00,24,278.1,1.1,0,48.3
2018-06-04 10:00,26.1,230.8,1.4,0,37.2
2018-06-04 11:00,26.1,245,1.4,0,39
2018-06-04 12:00,27.9,248.8,1.7,0,36.5
2018-06-04 13:00,27.8,228.6,3.1,0,35
2018-06-04 14:00,28,209.3,3.2,0,38.6
2018-06-04 15:00,27.9,214.3,2.6,0,39.1
2018-06-04 16:00,27.5,223.8,3,0,37.1
2018-06-04 17:00,27.7,191.1,2.5,0,39.7
2018-06-04 18:00,26,202.4,3,0,43.4
2018-06-04 19:00,24.9,199.2,2,0,47.1
2018-06-04 20:00,24.1,223.6,1.3,0,47.9
2018-06-04 21:00,23.4,203,1.4,0,48.5
2018-06-04 22:00,23.1,216.2,1.7,0,50.9
2018-06-04 23:00,22.9,195.7,1,0,53.7
2018-06-05 0:00,22.5,280.5,0.5,4.5,54.6
2018-06-05 1:00,22,270.4,0.7,4.5,57
2018-06-05 2:00,21.9,247.5,0.5,4.5,57.3
2018-06-05 3:00,21.9,0,0.3,4.5,58
2018-06-05 4:00,22.1,272.7,0.6,4.5,58
2018-06-05 5:00,20.8,319.2,0.6,4.5,69.6
2018-06-05 6:00,20.9,194.6,1.1,4.5,70.1
2018-06-05 7:00,19.8,270.7,0.9,4.5,78.4
2018-06-05 8:00,19.4,27.9,0.6,4.5,87.6
2018-06-05 9:00,19.5,0,0.2,4.5,89.6
2018-06-05 10:00,19.4,83.2,0.5,4.5,89.5
2018-06-05 11:00,19,165.7,1.6,4.5,90
2018-06-05 12:00,19.4,175.9,1.9,4.5,88.4
2018-06-05 13:00,19.5,185.2,0.9,4.5,83.3
2018-06-05 14:00,19.8,359.7,0.7,4.5,76.8
2018-06-05 15:00,20.3,3.6,0.5,4.5,75.8
2018-06-05 16:00,21,103.5,0.7,4.5,72
2018-06-05 17:00,21.6,0,0.1,4.5,67.3
2018-06-05 18:00,21.4,345.1,1,4.5,64.3
2018-06-05 19:00,19.9,54.2,0.5,4.5,69
2018-06-05 20:00,18.9,35.2,1.4,4.5,76
2018-06-05 21:00,18.5,55.5,0.9,4.5,78.6
2018-06-05 22:00,17.8,32.2,0.6,4.5,81.8
2018-06-05 23:00,17.9,9.7,1.1,4.5,83.4
2018-06-06 0:00,17.9,0,0.4,0,84.1
2018-06-06 1:00,17.7,45.1,0.6,0,84.7
2018-06-06 2:00,17.5,0,0.3,0,86.5
2018-06-06 3:00,17.3,0,0.2,0,86.8
2018-06-06 4:00,17.5,40.4,1.2,0,86.8
2018-06-06 5:00,17.1,23.4,1.1,0,87.5
2018-06-06 6:00,17.1,22.4,0.7,0,88.2
2018-06-06 7:00,18.8,0,0.1,0,81.9
2018-06-06 8:00,20.7,0,0.3,0,72.9
2018-06-06 9:00,23.1,135.7,0.5,0,62.3
2018-06-06 10:00,24.7,311.2,1.1,0,55
2018-06-06 11:00,26,191,2.3,0,52.1
2018-06-06 12:00,25.9,172.3,2.6,0,51.4
2018-06-06 13:00,25.5,166.4,3.1,0,52.9
2018-06-06 14:00,25.2,177.1,3.2,0,51.5
2018-06-06 15:00,26.7,188.3,2.9,0,48.6
2018-06-06 16:00,26,173.4,2.8,0,50.1
2018-06-06 17:00,24,174.6,3.4,0,50.6
2018-06-06 18:00,22.2,162.2,3.8,0,61.4
2018-06-06 19:00,21.9,164.2,2.5,0,65.8
2018-06-06 20:00,21.7,185.3,2.1,0,64.6
2018-06-06 21:00,21.3,185.9,2.4,0,65.7
2018-06-06 22:00,20.2,0,0.2,0,71.7
2018-06-06 23:00,19.8,0,0.3,0,74.8
2018-06-07 0:00,19.7,0,0.1,0,75
2018-06-07 1:00,19.1,345.6,0.6,0,77.7
2018-06-07 2:00,19.1,11.4,1,0,75.8
2018-06-07 3:00,18.7,342.3,0.6,0,78.5
2018-06-07 4:00,18.5,0,0.3,0,79.3
2018-06-07 5:00,18.1,13.8,1.3,0,81.9
2018-06-07 6:00,18.4,36.3,0.6,0,80.3
2018-06-07 7:00,20,0,0,0,75.3
2018-06-07 8:00,23.1,0,0.2,0,63.7
2018-06-07 9:00,25.2,325.5,0.5,0,54.8
2018-06-07 10:00,28.4,192.3,0.9,0,44.9
2018-06-07 11:00,27.5,143.2,2.9,0,51.1
2018-06-07 12:00,27.2,164.2,3.3,0,52.6
2018-06-07 13:00,28.5,180.6,2.3,0,50.6
2018-06-07 14:00,27.6,182.3,3.3,0,49.4
2018-06-07 15:00,28,191.1,3.3,0,46.9
2018-06-07 16:00,27.5,188.9,2.4,0,47.7
2018-06-07 17:00,26.1,187.7,2.9,0,49
2018-06-07 18:00,25.3,203,2,0,47.5
2018-06-07 19:00,24.2,204.7,1.7,0,50.3
2018-06-07 20:00,23.5,183.5,2.2,0,47
2018-06-07 21:00,22.7,185.7,4.1,0,52.5
2018-06-07 22:00,21.8,210.5,0.7,0,59.5
2018-06-07 23:00,21.6,317.5,0.6,0,60.6
2018-06-08 0:00,21,255.6,0.5,0,66.9
2018-06-08 1:00,21.1,192.5,1.1,0,63.1
2018-06-08 2:00,20.9,0,0.3,0,56.6
2018-06-08 3:00,20,0,0,0,60.1
2018-06-08 4:00,19.6,0,0.3,0,64.1
2018-06-08 5:00,19.6,125.6,0.5,0,65.3
2018-06-08 6:00,20.7,113.2,0.5,0,67
2018-06-08 7:00,21.5,1.1,0.7,0,66.7
2018-06-08 8:00,24.5,146.7,0.7,0,57.5
2018-06-08 9:00,25.9,319,0.6,0,49.9
2018-06-08 10:00,27,176.5,1.4,0,45.6
2018-06-08 11:00,28.8,180.4,1.3,0,43.2
2018-06-08 12:00,28.6,184.8,2.6,0,43.6
2018-06-08 13:00,28,184.5,3.4,0,47
2018-06-08 14:00,27.1,167.7,3,0,45
2018-06-08 15:00,25.8,191.5,3.2,0,54.4
2018-06-08 16:00,25.8,156,2.4,0,54.8
2018-06-08 17:00,26.4,173.6,2.2,0,53.6
2018-06-08 18:00,26.1,150.7,1.5,0,52.9
2018-06-08 19:00,25,139.4,1,0,58.6
2018-06-08 20:00,24,345.3,1.3,0,56.8
2018-06-08 21:00,22.4,1.9,1.5,0,58.3
2018-06-08 22:00,21.4,92.4,0.5,0,62.7
2018-06-08 23:00,21.6,7.5,0.8,0,57.8
2018-06-09 0:00,21.2,13.9,1,0,59.6
2018-06-09 1:00,21.1,10.9,1.1,0,59.2
2018-06-09 2:00,20.8,12.6,1,0,58.4
2018-06-09 3:00,20.3,3.6,0.7,0,59.4
2018-06-09 4:00,19.7,134.1,0.6,0,64.1
2018-06-09 5:00,18.6,83.7,0.5,0,70.3
2018-06-09 6:00,19,341.6,1.9,0,70.6
2018-06-09 7:00,19.5,347.5,1.6,0,67.7
2018-06-09 8:00,20.2,2.7,2.1,0,64.3
2018-06-09 9:00,20.9,350.4,2.7,0,60.2
2018-06-09 10:00,21.2,0,2.9,0,57.9
2018-06-09 11:00,22.1,350.4,2.1,0,54.8
2018-06-09 12:00,21.6,357.3,2,0,55.7
2018-06-09 13:00,21.6,29.9,2.3,0,56.5
2018-06-09 14:00,22.1,335.9,2.6,0,53.7
2018-06-09 15:00,21.8,334.4,2.1,0,54.8
2018-06-09 16:00,22.1,349.3,2.7,0,52.3
2018-06-09 17:00,22,342.3,2.2,0,51.9
2018-06-09 18:00,21.2,334.7,2.6,0,53.4
2018-06-09 19:00,19.5,354.7,2.2,0,60.2
2018-06-09 20:00,19,7.3,2.4,0,61.8
2018-06-09 21:00,19,336.4,2,0,63
2018-06-09 22:00,18.9,8.6,2.4,0,64.7
2018-06-09 23:00,18.9,338.4,2.1,0,65.4
2018-06-10 0:00,18.6,340.3,2.2,6,66.8
2018-06-10 1:00,18.5,354.4,1.8,6,67.6
2018-06-10 2:00,18.3,7.3,1.9,6,68
2018-06-10 3:00,18.3,6.3,2.5,6,68.8
2018-06-10 4:00,18.3,13.5,1.9,6,68.5
2018-06-10 5:00,18.2,358.1,2.5,6,68.2
2018-06-10 6:00,18.2,1.3,2.6,6,69.6
2018-06-10 7:00,18.5,10.1,2.2,6,68.1
2018-06-10 8:00,18.6,3.5,2.4,6,68.3
2018-06-10 9:00,18.9,3.5,2.6,6,68.7
2018-06-10 10:00,19.8,354.3,3,6,64.2
2018-06-10 11:00,20.3,349.7,3.2,6,64.1
2018-06-10 12:00,23.2,297.3,1.8,6,60.3
2018-06-10 13:00,20.7,359.2,1.9,6,61.5
2018-06-10 14:00,20.8,356.8,1.9,6,63.4
2018-06-10 15:00,19.9,4.5,2.1,6,65.1
2018-06-10 16:00,19.5,346.3,1.5,6,65.8
2018-06-10 17:00,17.8,5.7,1.9,6,79.8
2018-06-10 18:00,17.6,25.5,1.9,6,79.3
2018-06-10 19:00,16.8,355,2.5,6,86
2018-06-10 20:00,16.7,4.5,2.5,6,87.4
2018-06-10 21:00,16.7,4.7,1.4,6,87.2
2018-06-10 22:00,16.5,7.6,1.6,6,86.5
2018-06-10 23:00,16.1,16.3,2.1,6,86.7
2018-06-11 0:00,16.2,356.4,1.5,26.5,86.3
2018-06-11 1:00,16.2,18.7,1.4,26.5,86
2018-06-11 2:00,16.6,353.7,1.7,26.5,82.9
2018-06-11 3:00,16.1,358.4,1.7,26.5,84.1
2018-06-11 4:00,15.8,359.3,1.9,26.5,88.2
2018-06-11 5:00,15.5,357.5,1.8,26.5,90.6
2018-06-11 6:00,15.3,10.6,2.2,26.5,88.7
2018-06-11 7:00,15.3,348,1.6,26.5,88.7
2018-06-11 8:00,15.1,8.3,1.3,26.5,90.7
2018-06-11 9:00,15.5,356.1,2.2,26.5,88.4
2018-06-11 10:00,15.6,351.9,1.9,26.5,88.2
2018-06-11 11:00,15.8,346,2.1,26.5,88.3
2018-06-11 12:00,15.9,16.2,1.7,26.5,87
2018-06-11 13:00,16.7,20.5,1.8,26.5,80.7
2018-06-11 14:00,17.6,13,2.1,26.5,76.2
2018-06-11 15:00,18.1,4,2.3,26.5,72.8
2018-06-11 16:00,19.5,2.9,1.1,26.5,66.2
2018-06-11 17:00,18.7,7.3,1.7,26.5,68.2
2018-06-11 18:00,18.1,3.9,1.9,26.5,68.2
2018-06-11 19:00,17.1,353.6,1.6,26.5,72.2
2018-06-11 20:00,17,350.9,0.9,26.5,72.9
2018-06-11 21:00,16.6,19.1,1.5,26.5,70.4
2018-06-11 22:00,16.1,10.8,1.2,26.5,70.9
2018-06-11 23:00,16.1,6.4,1.5,26.5,68.7
2018-06-12 0:00,16.3,3,1.2,0.5,70.5
2018-06-12 1:00,16.3,357.7,0.7,0.5,72
2018-06-12 2:00,16.1,334.1,0.5,0.5,73.4
2018-06-12 3:00,16.1,358.6,1.7,0.5,71.4
2018-06-12 4:00,15.9,30.3,1.1,0.5,70
2018-06-12 5:00,15.9,18.2,0.8,0.5,69.3
2018-06-12 6:00,16,33.7,0.6,0.5,68.5
2018-06-12 7:00,15.4,12.2,1.1,0.5,76.9
2018-06-12 8:00,16.9,0,0.4,0.5,66.3
2018-06-12 9:00,17.6,343.3,0.5,0.5,62.7
2018-06-12 10:00,17.9,345.7,0.7,0.5,67.7
2018-06-12 11:00,18.6,136.5,0.7,0.5,62.2
2018-06-12 12:00,19.8,239.4,0.7,0.5,57.9
2018-06-12 13:00,20.3,127.7,0.9,0.5,57.3
2018-06-12 14:00,18.9,190.7,3.3,0.5,65.6
2018-06-12 15:00,18.9,181.4,2,0.5,67.2
2018-06-12 16:00,19.2,155.3,1.4,0.5,65.8
2018-06-12 17:00,18,321.5,0.7,0.5,69.9
2018-06-12 18:00,17.9,240.9,0.5,0.5,71.6
2018-06-12 19:00,17.6,32.1,0.7,0.5,72.5
2018-06-12 20:00,17.4,337.4,0.7,0.5,72.8
2018-06-12 21:00,17.2,0,0.2,0.5,74.2
2018-06-12 22:00,17.3,0,0.3,0.5,70.5
2018-06-12 23:00,16.6,0,0.1,0.5,71.5
2018-06-13 0:00,16.5,0,0.1,0,71.8
2018-06-13 1:00,16.7,0,0.2,0,71.2
2018-06-13 2:00,16.8,0,0.4,0,74.4
2018-06-13 3:00,16.6,27.6,0.7,0,74.1
2018-06-13 4:00,16.5,359.3,0.6,0,77
2018-06-13 5:00,16.4,0,0.2,0,75.2
2018-06-13 6:00,16.7,26,0.6,0,71.2
2018-06-13 7:00,17.6,0,0.2,0,69.8
2018-06-13 8:00,18.5,8.9,0.6,0,64.1
2018-06-13 9:00,19,23.9,0.7,0,62.7
2018-06-13 10:00,19.8,9.1,1.1,0,63.7
2018-06-13 11:00,20.2,26.5,0.7,0,62.7
2018-06-13 12:00,20.5,97.7,0.6,0,62.4
2018-06-13 13:00,22.4,171.8,2.2,0,56.5
2018-06-13 14:00,21.9,160,0.9,0,60
2018-06-13 15:00,21.3,311.7,1.4,0,61.7
2018-06-13 16:00,22.1,202.7,1.7,0,58.5
2018-06-13 17:00,20.5,199.2,1.4,0,65.5
2018-06-13 18:00,19.3,335.1,1.6,0,68.6
2018-06-13 19:00,19,247.4,1.1,0,71.6
2018-06-13 20:00,18.7,340.5,1.1,0,72.5
2018-06-13 21:00,18.7,355.5,1.3,0,72
2018-06-13 22:00,18.6,342.5,0.9,0,71.8
2018-06-13 23:00,18.5,324.1,1.1,0,73.7
2018-06-14 0:00,17.5,49.9,0.5,0,75.8
2018-06-14 1:00,17.5,354.2,0.8,0,77.9
2018-06-14 2:00,17.3,32.4,0.5,0,78.4
2018-06-14 3:00,17.5,357.8,0.6,0,78.9
2018-06-14 4:00,17.5,265.3,0.6,0,78.7
2018-06-14 5:00,17.5,353.5,0.6,0,78
2018-06-14 6:00,17.7,0,0.4,0,77.4
2018-06-14 7:00,19,30.9,0.7,0,72.8
2018-06-14 8:00,19.3,338.5,2,0,71.7
2018-06-14 9:00,20,343.8,1.8,0,65.9
2018-06-14 10:00,20.8,322.7,2,0,63.1
2018-06-14 11:00,20.9,236.2,1.8,0,61.9
2018-06-14 12:00,20.3,346,2.4,0,60.8
2018-06-14 13:00,21,303.6,1.8,0,57.5
2018-06-14 14:00,21.6,252.1,1.9,0,57.3
2018-06-14 15:00,21.6,289.2,2.1,0,60.7
2018-06-14 16:00,20.9,320.6,1.9,0,59.6
2018-06-14 17:00,21.6,317.3,1.6,0,57.7
2018-06-14 18:00,20.7,347.6,1.4,0,58
2018-06-14 19:00,19.4,42.7,1.3,0,64.1
2018-06-14 20:00,18.5,4.8,2,0,66.8
2018-06-14 21:00,18.1,356.6,1.7,0,68.4
2018-06-14 22:00,17.7,10.7,1.1,0,70
2018-06-14 23:00,17.6,13.1,1,0,69.5
2018-06-15 0:00,17.4,6.9,1.1,0,69.4
2018-06-15 1:00,17.7,19.5,1.5,0,69.9
2018-06-15 2:00,17.6,353.3,2.1,0,65.7
2018-06-15 3:00,17.6,11.3,1.7,0,64.8
2018-06-15 4:00,17.5,351.8,1.8,0,63.7
2018-06-15 5:00,17.4,353.9,1.3,0,63.7
2018-06-15 6:00,17.6,357.7,1.3,0,63.7
2018-06-15 7:00,18,351.7,1.6,0,63.3
2018-06-15 8:00,19.1,340.6,2.3,0,59.1
2018-06-15 9:00,20.3,3.2,2.4,0,55.6
2018-06-15 10:00,20.9,352.8,2.4,0,51.8
2018-06-15 11:00,20.3,0.4,1.8,0,52.4
2018-06-15 12:00,21,353.6,2.6,0,51.2
2018-06-15 13:00,21.8,345.9,2.4,0,50.9
2018-06-15 14:00,20.8,31.8,2,0,52.4
2018-06-15 15:00,21.1,339.7,2.5,0,52.9
2018-06-15 16:00,21.3,358.4,2.4,0,51.8
2018-06-15 17:00,20.6,352.6,2.9,0,48.6
2018-06-15 18:00,18.8,8.1,2,0,59.3
2018-06-15 19:00,18,352.5,2.3,0,60.7
2018-06-15 20:00,17.5,348.6,2,0,60.6
2018-06-15 21:00,17.3,4.9,2,0,60.6
2018-06-15 22:00,17.1,11.8,1.6,0,59.5
2018-06-15 23:00,17.1,277.1,1.2,0,63.1
2018-06-16 0:00,17.3,352.7,2.2,0,62.9
2018-06-16 1:00,17.2,350.3,1.5,0,62.1
2018-06-16 2:00,17,14.2,1.6,0,61.7
2018-06-16 3:00,16.9,5.6,1.5,0,63.5
2018-06-16 4:00,16.7,357.7,1.8,0,63.3
2018-06-16 5:00,16.7,345.4,1.6,0,63.2
2018-06-16 6:00,16.7,356.1,1.9,0,62.5
2018-06-16 7:00,16.8,349.3,1.6,0,63.9
2018-06-16 8:00,17.5,355.5,1.9,0,62
2018-06-16 9:00,17.3,10.9,1.3,0,63.6
2018-06-16 10:00,18.2,3.6,1.7,0,57.8
2018-06-16 11:00,18.2,5,1.9,0,61.6
2018-06-16 12:00,19.6,358.3,1.7,0,55.8
2018-06-16 13:00,19.9,3.2,1.9,0,53.9
2018-06-16 14:00,21,344.1,2,0,51.8
2018-06-16 15:00,21.5,277.8,2,0,48.5
2018-06-16 16:00,22.8,231.7,1.4,0,46.5
2018-06-16 17:00,21.7,196.8,1.6,0,51.9
2018-06-16 18:00,19.8,219.1,1.7,0,56.9
2018-06-16 19:00,17.8,270.9,1.6,0,64.4
2018-06-16 20:00,16.8,312.3,1.3,0,69.1
2018-06-16 21:00,16.5,358.5,0.9,0,70.9
2018-06-16 22:00,16,344.9,1.1,0,73.3
2018-06-16 23:00,15.7,32.4,1.3,0,74.4
2018-06-17 0:00,15.5,17.2,1,0,74.4
2018-06-17 1:00,14.8,22.8,0.6,0,78.4
2018-06-17 2:00,15,15,0.9,0,77.1
2018-06-17 3:00,14.8,24.1,0.9,0,77.6
2018-06-17 4:00,14.5,25.3,1.2,0,79.9
2018-06-17 5:00,14.4,5.2,1.3,0,81.1
2018-06-17 6:00,14.4,1.6,1,0,82.3
2018-06-17 7:00,15.8,350.3,1.4,0,76.8
2018-06-17 8:00,18.1,352.1,1.2,0,69.1
2018-06-17 9:00,20.4,354.2,1.6,0,60.3
2018-06-17 10:00,23.5,296.7,0.8,0,53.3
2018-06-17 11:00,26.2,168.4,1.6,0,46.1
2018-06-17 12:00,26.2,176.9,1.6,0,41.4
2018-06-17 13:00,24.3,3.7,1,0,49.8
2018-06-17 14:00,23.8,0.4,1.7,0,48
2018-06-17 15:00,25.2,15.1,1.8,0,45
2018-06-17 16:00,24.9,176.9,2.3,0,47.9
2018-06-17 17:00,24.9,110.5,0.7,0,49.3
2018-06-17 18:00,24.4,0,0.4,0,52.4
2018-06-17 19:00,22.6,0,0.3,0,60.6
2018-06-17 20:00,22,49.7,0.8,0,63.2
2018-06-17 21:00,21.7,20.2,1,0,64.6
2018-06-17 22:00,21.1,12.5,1.5,0,64.7
2018-06-17 23:00,20.5,9.8,1.1,0,65.8
2018-06-18 0:00,19.5,9.4,0.7,0,72.6
2018-06-18 1:00,19.6,7,1.7,0,70.5
2018-06-18 2:00,19,17,0.8,0,71
2018-06-18 3:00,18.6,0,0.2,0,72.8
2018-06-18 4:00,19.1,6.2,1.1,0,68.3
2018-06-18 5:00,18.1,2.6,0.7,0,74.6
2018-06-18 6:00,18.8,359.3,1,0,70.5
2018-06-18 7:00,20.4,28.7,0.8,0,65.7
2018-06-18 8:00,21.6,0,0.1,0,68.2
2018-06-18 9:00,24.5,153.9,2,0,51.2
2018-06-18 10:00,23.7,156.6,3.8,0,51.5
2018-06-18 11:00,24.1,172.3,3.2,0,48.4
2018-06-18 12:00,26.1,197,3.5,0,48.4
2018-06-18 13:00,25.2,163.8,3.3,0,52.1
2018-06-18 14:00,25.6,190.8,2.9,0,56.3
2018-06-18 15:00,24.6,158.4,3.4,0,60.1
2018-06-18 16:00,25.7,160.7,2.5,0,54.3
2018-06-18 17:00,26.1,167.7,2.3,0,52.4
2018-06-18 18:00,24.7,161.6,2.6,0,59.2
2018-06-18 19:00,24.1,164.7,2,0,61.2
2018-06-18 20:00,23,167.1,1.9,0,64.8
2018-06-18 21:00,22.2,151.3,1.1,0,68.7
2018-06-18 22:00,22.1,232.2,1.3,0,64.6
2018-06-18 23:00,21.7,185.9,2.2,0,70.1
2018-06-19 0:00,21.2,165,0.9,5,74.2
2018-06-19 1:00,20.2,0,0.1,5,78.7
2018-06-19 2:00,20.2,0,0,5,78
2018-06-19 3:00,20.1,173.5,0.5,5,80.1
2018-06-19 4:00,19.7,0,0.2,5,80.9
2018-06-19 5:00,20.6,230,0.9,5,78.1
2018-06-19 6:00,20.6,188.6,1.3,5,78.1
2018-06-19 7:00,21.2,0,0.2,5,76.3
2018-06-19 8:00,22.2,195,2,5,68.1
2018-06-19 9:00,23.7,256.5,1.3,5,64.3
2018-06-19 10:00,24.1,196.4,1.8,5,61.1
2018-06-19 11:00,24.1,274.2,1.1,5,60
2018-06-19 12:00,24.4,177.3,2.3,5,60.9
2018-06-19 13:00,24.1,212.4,2.3,5,59
2018-06-19 14:00,25.5,,,5,54.2
2018-06-19 15:00,28.2,215.6,1.7,5,44.7
2018-06-19 16:00,24.6,212.8,1.9,5,62.7
2018-06-19 17:00,23.3,203.6,1.5,5,73.4
2018-06-19 18:00,22.5,187.8,1.3,5,78.7
2018-06-19 19:00,20.6,184.9,1.9,5,87.5
2018-06-19 20:00,20.4,183,1.1,5,89.3
2018-06-19 21:00,20,123.8,0.5,5,92.9
2018-06-19 22:00,20.2,0,0.3,5,93.3
2018-06-19 23:00,20.4,0,0.2,5,93.4
2018-06-20 0:00,20.1,0,0.4,2,93.5
2018-06-20 1:00,20,0,0.3,2,92.9
2018-06-20 2:00,19.8,321.3,0.6,2,90.6
2018-06-20 3:00,19.2,16.2,0.7,2,90.9
2018-06-20 4:00,19.3,338.6,0.6,2,92.1
2018-06-20 5:00,19.3,7.7,0.8,2,87.2
2018-06-20 6:00,18.6,0,0.3,2,90.9
2018-06-20 7:00,18.6,0,0.2,2,90.5
2018-06-20 8:00,21.8,0,0.3,2,81.2
2018-06-20 9:00,24.4,154.9,0.6,2,64.1
2018-06-20 10:00,25.6,345.8,1.4,2,52.8
2018-06-20 11:00,26.5,170,2,2,49.7
2018-06-20 12:00,26.6,169.8,3.1,2,52.8
2018-06-20 13:00,25.2,183,3.2,2,55.3
2018-06-20 14:00,27.3,194,3.4,2,48
2018-06-20 15:00,25.1,181.3,3.3,2,48.4
2018-06-20 16:00,24.9,165.5,3.3,2,49.3
2018-06-20 17:00,24.6,167.5,2.6,2,51.1
2018-06-20 18:00,23.8,177.2,2.2,2,57.5
2018-06-20 19:00,23.3,177.1,1.9,2,59.7
2018-06-20 20:00,22.7,181.8,2.7,2,59.9
2018-06-20 21:00,21.1,0,0.3,2,63.9
2018-06-20 22:00,21.6,343.7,0.6,2,62.9
2018-06-20 23:00,21.9,0,0.3,2,66
2018-06-21 0:00,21.2,8.2,0.5,0,69.7
2018-06-21 1:00,21.3,38.2,0.6,0,71
2018-06-21 2:00,20.9,0,0.4,0,73.3
2018-06-21 3:00,21.7,5,0.7,0,65.4
2018-06-21 4:00,21.4,0,0.2,0,56.4
2018-06-21 5:00,21.5,0,0.4,0,57.1
2018-06-21 6:00,20.5,0,0.3,0,62.8
2018-06-21 7:00,21.3,344.8,0.6,0,69.5
2018-06-21 8:00,22.2,312.2,0.5,0,67.7
2018-06-21 9:00,26.4,43,0.6,0,44.5
2018-06-21 10:00,27.2,316.7,2.4,0,33.2
2018-06-21 11:00,28.1,359.3,3.1,0,29.7
2018-06-21 12:00,29.1,348,1.8,0,27.9
