일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
2018-09-18 0:00,21.4,0,0.4,0,76.9
2018-09-18 1:00,21.6,10.2,0.7,0,76.7
2018-09-18 2:00,21,15.5,0.7,0,77.9
2018-09-18 3:00,20.8,359.4,0.6,0,80
2018-09-18 4:00,20.7,16,1.1,0,80.7
2018-09-18 5:00,20.4,0,0.1,0,81.2
2018-09-18 6:00,19.9,0,0.3,0,84.4
2018-09-18 7:00,20.8,29.6,0.8,0,80
2018-09-18 8:00,23.3,0,0.3,0,74.9
2018-09-18 9:00,25.1,165.7,0.5,0,63.5
2018-09-18 10:00,26.6,161,1.1,0,58.3
2018-09-18 11:00,25.8,160.5,1.4,0,62.2
2018-09-18 12:00,25.6,152.3,3.7,0,62.7
2018-09-18 13:00,26.8,170.9,3.5,0,56.6
2018-09-18 14:00,26,183.6,3.2,0,60.5
2018-09-18 15:00,26.7,150.8,3.3,0,58.6
2018-09-18 16:00,26.6,218.8,1.9,0,59.6
2018-09-18 17:00,25.8,179.6,2.7,0,61.8
2018-09-18 18:00,25.1,177.6,1.6,0,64.7
2018-09-18 19:00,23.3,125.7,0.7,0,73.6
2018-09-18 20:00,23,85.7,0.5,0,74.3
2018-09-18 21:00,23,69.9,0.6,0,77
2018-09-18 22:00,22.4,5.2,1.3,0,78.6
2018-09-18 23:00,21.9,60.9,0.5,0,82.4
2018-09-19 0:00,22,15.9,0.6,0,81.8
2018-09-19 1:00,21.3,0,0.3,0,84.9
2018-09-19 2:00,21.4,359.5,0.8,0,84.5
2018-09-19 3:00,21.2,17.5,1,0,83.8
2018-09-19 4:00,21,302.2,0.5,0,83.6
2018-09-19 5:00,20.9,21.8,0.6,0,83.3
2018-09-19 6:00,20.5,9.3,0.5,0,84.4
2018-09-19 7:00,21,0,0.3,0,81
2018-09-19 8:00,22.7,0.9,0.9,0,74
2018-09-19 9:00,23.8,2.3,1.4,0,68.2
2018-09-19 10:00,25,346.3,1,0,67.5
2018-09-19 11:00,25.6,188,0.8,0,62.9
2018-09-19 12:00,24.7,202.5,1.1,0,66.3
2018-09-19 13:00,24.1,251,0.5,0,69.3
2018-09-19 14:00,23.6,16.6,0.7,0,71.5
2018-09-19 15:00,23.7,8.4,1.2,0,72.6
2018-09-19 16:00,23.2,32.5,1,0,76
2018-09-19 17:00,22.9,24.2,0.9,0,76.4
2018-09-19 18:00,23,17.9,0.5,0,79.3
2018-09-19 19:00,22.3,355.3,0.7,0,81
2018-09-19 20:00,22.3,0,0.1,0,81.9
2018-09-19 21:00,22.5,352.1,0.6,0,81.4
2018-09-19 22:00,21.4,173.8,1.6,0,81.8
2018-09-19 23:00,21.2,153.7,1.3,0,78.7
2018-09-20 0:00,20.1,0,0.1,10,84.7
2018-09-20 1:00,20.5,0,0.4,10,82.7
2018-09-20 2:00,20.7,64.7,0.6,10,84.7
2018-09-20 3:00,20,84.3,0.5,10,86
2018-09-20 4:00,20,5,0.9,10,88.9
2018-09-20 5:00,19.7,350.4,1.4,10,89.8
2018-09-20 6:00,19.8,352.8,1.1,10,90.4
2018-09-20 7:00,19.7,2.2,1.3,10,89.8
2018-09-20 8:00,19.8,13.1,1.1,10,89.4
2018-09-20 9:00,20,3,1.1,10,88.7
2018-09-20 10:00,20.3,2.6,1.2,10,88.4
2018-09-20 11:00,20.8,357.4,0.9,10,88.2
2018-09-20 12:00,20.5,1.1,1.9,10,87.8
2018-09-20 13:00,20.2,19.2,1.7,10,87.1
2018-09-20 14:00,21.1,8.4,1.9,10,85.1
2018-09-20 15:00,20.3,2.6,2.4,10,81.2
2018-09-20 16:00,20.7,2.8,2.4,10,73.8
2018-09-20 17:00,20.3,0.7,1.8,10,76.3
2018-09-20 18:00,20.2,13.6,1.9,10,76.1
2018-09-20 19:00,20.3,8.3,1.9,10,75.3
2018-09-20 20:00,20.5,1.8,2.1,10,75.1
2018-09-20 21:00,20.2,4.4,1.2,10,77.8
2018-09-20 22:00,20.5,22.5,1.1,10,76.4
2018-09-20 23:00,20.2,1.5,1.1,10,78.4
2018-09-21 0:00,20.4,0.2,1.2,30,75.5
2018-09-21 1:00,20.5,357.7,0.8,30,74.6
2018-09-21 2:00,20.5,357.3,1,30,75.1
2018-09-21 3:00,20.7,8.2,1.5,30,73.4
2018-09-21 4:00,20.4,36.1,0.8,30,76.6
2018-09-21 5:00,20.5,35.8,0.5,30,76.2
2018-09-21 6:00,20.7,57.8,0.6,30,76.7
2018-09-21 7:00,20.8,4.9,1,30,76.8
2018-09-21 8:00,21.1,0,0.4,30,77.2
2018-09-21 9:00,20.4,353.9,1.1,30,86.6
2018-09-21 10:00,21,336.1,1.4,30,89
2018-09-21 11:00,21,340.6,1.4,30,89.7
2018-09-21 12:00,21.3,344.7,0.6,30,90.4
2018-09-21 13:00,21.2,1.5,1.9,30,90.4
2018-09-21 14:00,21.1,3.9,2.1,30,90.2
2018-09-21 15:00,20.9,358.9,2.4,30,89.6
2018-09-21 16:00,20.6,354.8,2.4,30,88.6
2018-09-21 17:00,20.1,0.7,2.4,30,86.8
2018-09-21 18:00,19.6,11.2,2.1,30,83.8
2018-09-21 19:00,19.6,0.3,2.1,30,82.2
2018-09-21 20:00,19.8,339.7,1.5,30,81.9
2018-09-21 21:00,19.4,19.1,0.7,30,84.9
2018-09-21 22:00,19.2,0,0.2,30,87.4
2018-09-21 23:00,18.5,37,0.7,30,88.4
2018-09-22 0:00,18.7,54.9,0.7,0,88.3
2018-09-22 1:00,18.6,23.2,0.8,0,88.2
2018-09-22 2:00,18.5,350.8,0.6,0,88.7
2018-09-22 3:00,18.6,309,0.5,0,87.7
2018-09-22 4:00,18.3,0,0.3,0,89
2018-09-22 5:00,17.8,6.7,0.8,0,89.7
2018-09-22 6:00,17.4,1.4,1,0,89.9
2018-09-22 7:00,17.6,16.6,0.7,0,90.3
2018-09-22 8:00,20.3,0,0.4,0,89.5
2018-09-22 9:00,22.8,166.7,0.6,0,70
2018-09-22 10:00,24.5,270.7,1,0,56.7
2018-09-22 11:00,26,243.6,1.2,0,55.4
2018-09-22 12:00,26.1,230.3,1.2,0,49.9
2018-09-22 13:00,27.1,257.2,1.3,0,47.1
2018-09-22 14:00,26.4,275.8,1.7,0,41.5
2018-09-22 15:00,26.9,308.9,1.7,0,40
2018-09-22 16:00,25.9,343.6,1.4,0,41.7
2018-09-22 17:00,25.6,339.1,1.5,0,43.4
2018-09-22 18:00,23.3,0,0.2,0,55.2
2018-09-22 19:00,23.6,276.8,0.6,0,61.8
2018-09-22 20:00,22,11.3,0.5,0,68.4
2018-09-22 21:00,21.5,16.6,1.4,0,70.6
2018-09-22 22:00,21,22.3,1.5,0,72
2018-09-22 23:00,20.3,16.1,1.4,0,74.6
2018-09-23 0:00,18.9,21.9,0.5,0,78.1
2018-09-23 1:00,18.9,9.9,1.5,0,75
2018-09-23 2:00,18.2,15.1,1.4,0,76.4
2018-09-23 3:00,17.1,7.1,1,0,78.5
2018-09-23 4:00,17,16.7,1.7,0,78.4
2018-09-23 5:00,16.6,37.2,1.3,0,74.2
2018-09-23 6:00,16.7,28.8,1.2,0,72.9
2018-09-23 7:00,16.7,22.9,1.6,0,72.1
2018-09-23 8:00,17.2,28.1,1.2,0,66.5
2018-09-23 9:00,20.7,0,0.4,0,54
2018-09-23 10:00,22.2,0,0.2,0,59.4
2018-09-23 11:00,25.5,166.1,2.3,0,51.3
2018-09-23 12:00,25.2,183.9,2.8,0,57.5
2018-09-23 13:00,26.5,183.5,2.9,0,46.3
2018-09-23 14:00,27.6,183.8,2.5,0,44.4
2018-09-23 15:00,25.7,174.3,3.3,0,52.5
2018-09-23 16:00,24.7,181.8,3.3,0,53.4
2018-09-23 17:00,24.6,198.2,1.4,0,51.2
2018-09-23 18:00,24.1,238.5,1.5,0,51.2
2018-09-23 19:00,23.2,260.8,1.2,0,58.4
2018-09-23 20:00,22.6,246.3,1.1,0,57.3
2018-09-23 21:00,22,222.9,0.5,0,62.1
2018-09-23 22:00,20.6,41.7,0.6,0,68.6
2018-09-23 23:00,20.2,36.2,1.1,0,68.1
2018-09-24 0:00,20.2,0,0.2,0,68.5
2018-09-24 1:00,20.2,31.2,1,0,52.4
2018-09-24 2:00,19.7,0,0.4,0,44.1
2018-09-24 3:00,19.1,330.8,0.6,0,42.3
2018-09-24 4:00,19.2,28.1,1,0,36.3
2018-09-24 5:00,18.9,30.5,0.5,0,36.2
2018-09-24 6:00,18,0,0.3,0,39.8
2018-09-24 7:00,17.8,47.9,0.5,0,42.6
2018-09-24 8:00,18.1,124.1,0.5,0,48.8
2018-09-24 9:00,18.7,0,0.3,0,54.2
2018-09-24 10:00,20.6,2.7,2,0,40.1
2018-09-24 11:00,21.2,321.7,1.8,0,39
2018-09-24 12:00,21.9,323.5,1.6,0,39.2
2018-09-24 13:00,21.8,314.7,1.3,0,40.8
2018-09-24 14:00,21.4,298.1,1,0,40
2018-09-24 15:00,21.1,331.3,0.8,0,42.2
2018-09-24 16:00,20.4,353.2,0.6,0,48.9
2018-09-24 17:00,18.8,0,0.4,0,58.8
2018-09-24 18:00,17.8,0,0.4,0,58
2018-09-24 19:00,17.7,33.9,1,0,62.5
2018-09-24 20:00,17.1,20.2,0.9,0,63
2018-09-24 21:00,16.5,22,0.5,0,65.8
2018-09-24 22:00,15.3,13.9,0.9,0,72.5
2018-09-24 23:00,15.3,19.1,0.9,0,69
2018-09-25 0:00,14,25.4,0.8,0,73.9
2018-09-25 1:00,13.6,0,0.3,0,74.8
2018-09-25 2:00,13.1,17.4,0.7,0,75.2
2018-09-25 3:00,13.1,48.1,0.6,0,72.2
2018-09-25 4:00,13.1,37.8,0.5,0,70.8
2018-09-25 5:00,12.4,0,0.3,0,75.8
2018-09-25 6:00,12.9,56.6,0.5,0,72
2018-09-25 7:00,12.8,0,0.3,0,73.9
2018-09-25 8:00,17.1,128.6,0.5,0,65
2018-09-25 9:00,19.5,4.2,1.9,0,51.7
2018-09-25 10:00,21,351.9,2.9,0,46.5
2018-09-25 11:00,22.8,349.5,2.1,0,44.9
2018-09-25 12:00,22.7,320.8,1.9,0,43
2018-09-25 13:00,23.3,310.3,1.7,0,41.6
2018-09-25 14:00,22.2,319.2,2.2,0,38.6
2018-09-25 15:00,23.3,307.2,1.9,0,41.9
2018-09-25 16:00,22.2,336.4,2,0,44.4
2018-09-25 17:00,21.1,355.4,1.7,0,48.5
2018-09-25 18:00,19.6,91.8,1.1,0,48.4
2018-09-25 19:00,18.3,14.8,1.4,0,51.6
2018-09-25 20:00,18.3,10.9,2,0,50.2
2018-09-25 21:00,18.7,22.3,2.2,0,52.6
2018-09-25 22:00,18.3,6.1,2.5,0,59.1
2018-09-25 23:00,18.2,19.3,1.6,0,65.2
2018-09-26 0:00,18.4,24.7,1.7,0,67.7
2018-09-26 1:00,18.7,4.4,1.4,0,70.4
2018-09-26 2:00,19.1,358.5,1.3,0,66.1
2018-09-26 3:00,20,333.4,2,0,62.1
2018-09-26 4:00,20.3,330,1.3,0,55.1
2018-09-26 5:00,19.1,351.8,1.9,0,64.2
2018-09-26 6:00,18.7,0.4,1.6,0,66.8
2018-09-26 7:00,18.5,19.7,1.4,0,66.8
2018-09-26 8:00,20,322,2,0,63.1
2018-09-26 9:00,20.7,347.3,1.7,0,54
2018-09-26 10:00,20.4,357.3,2,0,58.5
2018-09-26 11:00,20.4,330.8,1.7,0,57.5
2018-09-26 12:00,21.6,334.8,2,0,47.9
2018-09-26 13:00,22.1,350.1,2.3,0,46.1
2018-09-26 14:00,22.7,349.1,2.7,0,49.1
2018-09-26 15:00,21.4,20.8,2.6,0,46.2
2018-09-26 16:00,20.7,357.1,1.8,0,50.9
2018-09-26 17:00,21.1,355.7,2,0,49.9
2018-09-26 18:00,19.3,15.2,1.9,0,55.7
2018-09-26 19:00,18.8,17.6,2.2,0,54.2
2018-09-26 20:00,18,21.3,1.6,0,54.7
2018-09-26 21:00,17.7,11.6,2.5,0,52.8
2018-09-26 22:00,17.5,24.4,2,0,53.6
2018-09-26 23:00,17.2,17.1,2,0,56.3
2018-09-27 0:00,16.9,11.5,2.1,0,58.8
2018-09-27 1:00,16.7,18.1,1.9,0,60.8
2018-09-27 2:00,16.6,17.6,1.7,0,63.8
2018-09-27 3:00,16.5,10.4,2.1,0,65.9
2018-09-27 4:00,16.5,9.9,1.8,0,67.5
2018-09-27 5:00,16.7,358.9,1.9,0,66.5
2018-09-27 6:00,16.5,0.3,1.9,0,67.6
2018-09-27 7:00,16.4,357.1,1.8,0,67.2
2018-09-27 8:00,18.1,353.3,2.3,0,61.1
2018-09-27 9:00,20,355.4,2.5,0,56.2
2018-09-27 10:00,21.4,351,2.3,0,52.2
2018-09-27 11:00,22.5,10.4,2.1,0,47.3
2018-09-27 12:00,22,354.8,2.2,0,46
2018-09-27 13:00,22,255.8,2.4,0,43.8
2018-09-27 14:00,22.8,338.3,1.7,0,42
2018-09-27 15:00,22.4,353.7,2.7,0,43.9
2018-09-27 16:00,21.9,348.1,1.5,0,45.6
2018-09-27 17:00,21.5,15.1,1.8,0,46.5
2018-09-27 18:00,19.6,11.2,1.2,0,52.6
2018-09-27 19:00,18.7,9.3,1.5,0,51.2
2018-09-27 20:00,18.2,22.4,1.3,0,54
2018-09-27 21:00,17.7,29.6,1.3,0,54.4
2018-09-27 22:00,17.4,28.6,1.4,0,55.1
2018-09-27 23:00,17,25.1,1.6,0,54.6
2018-09-28 0:00,16.7,55.2,1,0,55.9
2018-09-28 1:00,16.8,13.9,1,0,58.6
2018-09-28 2:00,16.5,279.3,0.5,0,60.7
2018-09-28 3:00,17,12.9,1.2,0,59.5
2018-09-28 4:00,17,30.2,1.2,0,60.4
2018-09-28 5:00,16.7,35.6,1.4,0,63.1
2018-09-28 6:00,16.1,15.6,1.3,0,66.5
2018-09-28 7:00,16.8,8.3,1.5,0,65.2
2018-09-28 8:00,17.6,353.3,1.9,0,67
2018-09-28 9:00,19,358.8,1.7,0,65.1
2018-09-28 10:00,17.6,5.5,1.2,0,76.8
2018-09-28 11:00,19.9,12.6,1.1,0,65.4
2018-09-28 12:00,23,299.6,1.9,0,49.1
2018-09-28 13:00,22.7,359.5,2,0,51.1
2018-09-28 14:00,23.2,314.8,2.1,0,47.8
2018-09-28 15:00,22.2,256.2,1.9,0,49.4
2018-09-28 16:00,22.4,313.1,1.8,0,49
2018-09-28 17:00,21,11.5,1.2,0,52.1
2018-09-28 18:00,20,5.1,1.1,0,56.1
2018-09-28 19:00,19.6,358.5,1.1,0,54.5
2018-09-28 20:00,19.2,12.7,1.4,0,57.4
2018-09-28 21:00,18.8,3.2,1.3,0,59.2
2018-09-28 22:00,18.9,358.1,1.8,0,58.6
2018-09-28 23:00,18.6,3.3,1.6,0,60.1
2018-09-29 0:00,18.5,10.2,1.5,26,61
2018-09-29 1:00,18.1,348.7,1.2,26,63.3
2018-09-29 2:00,18,11.3,1.2,26,63.1
2018-09-29 3:00,18.5,20.6,1.2,26,60.5
2018-09-29 4:00,18.6,24.3,1.3,26,59.8
2018-09-29 5:00,18.6,38.6,0.7,26,63.1
2018-09-29 6:00,17.9,357.5,1.3,26,70.9
2018-09-29 7:00,17.1,36.6,1,26,81
2018-09-29 8:00,16.6,1.1,1.4,26,86.8
2018-09-29 9:00,16.9,359.4,1.8,26,86.7
2018-09-29 10:00,17.7,329.4,0.7,26,86.6
2018-09-29 11:00,17.9,30.3,0.6,26,87.1
2018-09-29 12:00,17.9,0,0.2,26,88.1
2018-09-29 13:00,17.3,13.8,0.6,26,88.1
2018-09-29 14:00,17.2,320.7,0.5,26,89
2018-09-29 15:00,17.2,17.8,1,26,88.9
2018-09-29 16:00,17.3,2.9,0.9,26,89.1
2018-09-29 17:00,17.5,342.7,0.9,26,88.2
2018-09-29 18:00,17.6,338.5,0.7,26,87.6
2018-09-29 19:00,17.7,348.1,0.6,26,87.9
2018-09-29 20:00,17.6,313.8,0.6,26,88.6
2018-09-29 21:00,17.6,6.5,1.1,26,88.1
2018-09-29 22:00,17.7,10.5,1.6,26,87.8
2018-09-29 23:00,17.8,29.6,1.3,26,89.1
2018-09-30 0:00,17.8,357.1,1.1,14.5,89.4
2018-09-30 1:00,18,341.9,0.7,14.5,89.8
2018-09-30 2:00,18,359.2,1.6,14.5,90
2018-09-30 3:00,17.9,352.6,1.9,14.5,90.1
2018-09-30 4:00,17.9,48.3,0.7,14.5,90.1
2018-09-30 5:00,17.6,10.1,1.2,14.5,89.1
2018-09-30 6:00,17.6,352.4,2.2,14.5,88
2018-09-30 7:00,17.7,7.4,2,14.5,87.6
2018-09-30 8:00,17.9,357.1,1.7,14.5,86.8
2018-09-30 9:00,18.4,6.2,1.6,14.5,86.5
2018-09-30 10:00,18.5,352,2.2,14.5,84.4
2018-09-30 11:00,18.8,351.4,2.3,14.5,84.1
2018-09-30 12:00,19.9,357.2,2.7,14.5,78.9
2018-09-30 13:00,21.4,353.9,2.3,14.5,68.5
2018-09-30 14:00,23.7,354.5,1.8,14.5,60.3
2018-09-30 15:00,24.6,357.3,1.9,14.5,55
2018-09-30 16:00,25.2,351.6,1.9,14.5,38
2018-09-30 17:00,24,318.8,1.1,14.5,39.1
2018-09-30 18:00,22.5,340,1.9,14.5,33.5
2018-09-30 19:00,20,354.2,0.9,14.5,42.4
2018-09-30 20:00,21,306.1,1.6,14.5,38.5
2018-09-30 21:00,19.1,313.8,2.6,14.5,37
2018-09-30 22:00,17.2,322,2.1,14.5,33.2
2018-09-30 23:00,16.6,346.2,1.6,14.5,34.1
2018-10-01 0:00,16.6,326.6,2.1,0,33.5
2018-10-01 1:00,15.8,274.5,2.4,0,37.5
2018-10-01 2:00,16.1,277.2,2.3,0,37.3
2018-10-01 3:00,15.3,297.9,1.6,0,41.5
2018-10-01 4:00,14.8,322.5,1.1,0,44.2
2018-10-01 5:00,15.8,316.3,2.4,0,46.2
2018-10-01 6:00,15.9,296.7,1.9,0,49.1
2018-10-01 7:00,16.2,248.3,2.5,0,49.4
2018-10-01 8:00,17.5,270.6,2.1,0,44.5
2018-10-01 9:00,18.2,225.9,2.2,0,43.4
2018-10-01 10:00,19.5,262.3,2.8,0,39
2018-10-01 11:00,20.2,240.7,3.7,0,37.3
2018-10-01 12:00,21.2,272.2,2.9,0,30.2
2018-10-01 13:00,21.7,349.2,2.1,0,24.7
2018-10-01 14:00,22.1,288.8,3.4,0,25.2
2018-10-01 15:00,21.2,290.1,1.8,0,31
2018-10-01 16:00,20.5,311.5,3,0,31.9
2018-10-01 17:00,20.2,314.9,2,0,33.5
2018-10-01 18:00,18.8,307.8,2.1,0,38.3
2018-10-01 19:00,18.3,270.4,2.1,0,41.2
2018-10-01 20:00,18,290.5,2.1,0,43.3
2018-10-01 21:00,17.8,269.7,1.5,0,44.2
2018-10-01 22:00,17.9,258.3,2,0,46.1
2018-10-01 23:00,17.6,281,1,0,48.6
2019-06-01 0:00,16.9,271.2,2,0,67.8
2019-06-01 1:00,15.9,332.6,1.1,0,73.2
2019-06-01 2:00,15.5,0,0.4,0,76.1
2019-06-01 3:00,15.3,0.8,1,0,78
2019-06-01 4:00,14.7,12.2,1,0,81.2
2019-06-01 5:00,14.6,45,0.9,0,81
2019-06-01 6:00,15,0,0.3,0,79.4
2019-06-01 7:00,16.4,120.1,0.5,0,73.3
2019-06-01 8:00,19.9,0,0.2,0,60.3
2019-06-01 9:00,21.2,146.7,1.3,0,46.6
2019-06-01 10:00,23.3,183.9,1.4,0,40.7
2019-06-01 11:00,24.2,242.7,1.6,0,37.3
2019-06-01 12:00,24.8,235.6,2.2,0,32.8
2019-06-01 13:00,26,198.8,1.6,0,40.7
2019-06-01 14:00,25.3,211.3,2.4,0,38.6
2019-06-01 15:00,25.7,292.1,1.2,0,38.4
2019-06-01 16:00,23.4,155.9,3,0,45.7
2019-06-01 17:00,23.6,190.9,1.4,0,42.8
2019-06-01 18:00,22.9,216.4,1.5,0,40.7
2019-06-01 19:00,21.7,176.7,1.1,0,48.3
2019-06-01 20:00,20.3,137.4,0.5,0,53.1
2019-06-01 21:00,19.7,0,0.1,0,58.2
2019-06-01 22:00,19.6,193.2,0.7,0,53.1
2019-06-01 23:00,19,0,0.2,0,53.3
2019-06-02 0:00,18.2,295.5,0.6,0,62.1
2019-06-02 1:00,17.6,350.4,1.1,0,60.4
2019-06-02 2:00,17.1,36.3,0.9,0,64.7
2019-06-02 3:00,16.6,35.2,0.8,0,68.7
2019-06-02 4:00,16.5,22.1,1.1,0,70.5
2019-06-02 5:00,16.2,39.9,1.4,0,70
2019-06-02 6:00,16.2,35.8,1.4,0,70.4
2019-06-02 7:00,17.1,0,0.1,0,70.5
2019-06-02 8:00,20.2,0,0,0,58
2019-06-02 9:00,22.7,138.1,0.7,0,48.4
2019-06-02 10:00,24.5,202.8,0.7,0,44.5
2019-06-02 11:00,26.7,202.2,1.4,0,37.4
2019-06-02 12:00,25.5,152,3.8,0,40.2
2019-06-02 13:00,26.1,154.2,4,0,38.1
2019-06-02 14:00,25.5,176.2,3.9,0,33.1
2019-06-02 15:00,24.5,191.7,2.5,0,31.7
2019-06-02 16:00,24.1,187.3,2.7,0,31.7
2019-06-02 17:00,23.7,180.7,3.1,0,32
2019-06-02 18:00,24.2,188.1,2.3,0,31.1
2019-06-02 19:00,22.7,177.9,1.9,0,30.1
2019-06-02 20:00,20.2,216.2,0.5,0,36.3
2019-06-02 21:00,19.6,0,0,0,43.2
2019-06-02 22:00,19,0,0.1,0,46.1
2019-06-02 23:00,18.2,108.7,0.7,0,55.4
2019-06-03 0:00,17.4,36.6,0.8,0,60.5
2019-06-03 1:00,17.1,0,0.2,0,61.6
2019-06-03 2:00,17.2,33.7,1.6,0,59.6
2019-06-03 3:00,16,16.1,1.4,0,65.4
2019-06-03 4:00,16.2,26.7,1.1,0,65.9
2019-06-03 5:00,15.8,14.5,1,0,67.9
2019-06-03 6:00,16.6,29.8,1.1,0,66.2
2019-06-03 7:00,17.3,0,0,0,67.9
2019-06-03 8:00,21.9,0,0.1,0,62.4
2019-06-03 9:00,24.3,19.3,0.5,0,52
2019-06-03 10:00,26.9,249,0.7,0,46.3
2019-06-03 11:00,28.3,241.2,1.6,0,41.9
2019-06-03 12:00,29.1,211.3,1.5,0,37.4
2019-06-03 13:00,29.2,178.1,3.1,0,40.2
2019-06-03 14:00,27.4,145.9,4.3,0,42.4
2019-06-03 15:00,29.2,191.4,3,0,37.8
2019-06-03 16:00,28.2,185.9,2.7,0,37.2
2019-06-03 17:00,26.7,205.7,2,0,37.4
2019-06-03 18:00,25.3,196.8,2.6,0,40.7
2019-06-03 19:00,24.6,198.8,1.4,0,42.3
2019-06-03 20:00,23.2,235.2,1.5,0,47.6
2019-06-03 21:00,22.6,195.9,1.6,0,47.3
2019-06-03 22:00,22.3,189,1.7,0,47.5
2019-06-03 23:00,20.4,185.6,0.6,0,56.3
2019-06-04 0:00,20.1,0,0,0,56.3
2019-06-04 1:00,19.6,183.2,0.8,0,62.5
2019-06-04 2:00,19.4,10.9,0.5,0,62.1
2019-06-04 3:00,18.8,357.7,0.7,0,66
2019-06-04 4:00,18.4,0,0,0,67.6
2019-06-04 5:00,18.7,0,0.2,0,65.4
2019-06-04 6:00,18.9,0,0.4,0,67.9
2019-06-04 7:00,20.1,8,1.2,0,65.7
2019-06-04 8:00,23.8,0,0.1,0,56.6
2019-06-04 9:00,26.4,0,0.2,0,51.6
2019-06-04 10:00,28,139.3,1.1,0,49.5
2019-06-04 11:00,28.3,179.7,2.7,0,47.2
2019-06-04 12:00,27.4,165.2,3.5,0,52.4
2019-06-04 13:00,27.2,185.1,3.1,0,48.9
2019-06-04 14:00,26.4,155.9,3.2,0,56.1
2019-06-04 15:00,26.7,160.7,3.5,0,57.8
2019-06-04 16:00,26,166.5,3,0,60.1
2019-06-04 17:00,25.1,157.3,3.6,0,62.7
2019-06-04 18:00,24.9,155.3,2.9,0,64.9
2019-06-04 19:00,23.9,163.1,2.4,0,69.7
2019-06-04 20:00,23.7,187.5,1.7,0,69
2019-06-04 21:00,22.6,191.8,0.7,0,73.9
2019-06-04 22:00,22.2,177.3,1.2,0,75.4
2019-06-04 23:00,22.9,306.7,0.8,0,69.6
2019-06-05 0:00,22.4,273.8,0.6,0,71.8
2019-06-05 1:00,22.3,286.5,0.8,0,73.3
2019-06-05 2:00,20.8,0,0,0,80.5
2019-06-05 3:00,20.5,0,0.3,0,82.6
2019-06-05 4:00,20.1,78.8,0.6,0,83.8
2019-06-05 5:00,19.9,20.9,1.2,0,84.2
2019-06-05 6:00,19.9,12,1.2,0,85.2
2019-06-05 7:00,21.3,105.9,0.7,0,80.6
2019-06-05 8:00,24.3,0,0.1,0,67.3
2019-06-05 9:00,26.7,147.1,0.8,0,47.3
2019-06-05 10:00,29.9,165.5,0.5,0,41.8
2019-06-05 11:00,29.3,183.4,2,0,38.8
2019-06-05 12:00,27.5,333.2,1.9,0,41.5
2019-06-05 13:00,27.5,329.9,1.9,0,40.9
2019-06-05 14:00,28,305.4,1.3,0,42.5
2019-06-05 15:00,28.3,188.1,3.5,0,40.7
2019-06-05 16:00,27.7,184.6,3.1,0,41.1
2019-06-05 17:00,26.5,166.2,2.9,0,42.8
2019-06-05 18:00,25.3,164.3,3.3,0,45.2
2019-06-05 19:00,23.9,190.9,2.4,0,49.6
2019-06-05 20:00,21.9,177.4,0.9,0,56.7
2019-06-05 21:00,21.4,169.4,0.8,0,59.4
2019-06-05 22:00,20.9,0,0.1,0,60.2
2019-06-05 23:00,20.9,35.2,1.2,0,62.7
2019-06-06 0:00,20.1,24.7,1.1,8,67.9
2019-06-06 1:00,19.5,0,0.2,8,70
2019-06-06 2:00,19.2,0,0.3,8,71.9
2019-06-06 3:00,18.8,36.6,0.5,8,72.6
2019-06-06 4:00,18.5,33.8,1,8,75.5
2019-06-06 5:00,18.4,0,0,8,75.9
2019-06-06 6:00,18.8,34.9,1.5,8,75.2
2019-06-06 7:00,20.1,8.4,0.8,8,72.7
2019-06-06 8:00,23.8,0,0.1,8,58.2
2019-06-06 9:00,26.1,0,0.4,8,51.1
2019-06-06 10:00,26.1,151.1,2.9,8,56.2
2019-06-06 11:00,25.3,155.6,3.4,8,58.9
2019-06-06 12:00,26.7,172.9,3.2,8,54
2019-06-06 13:00,27.3,178.9,3.5,8,55.6
2019-06-06 14:00,28.3,187.9,3.2,8,52.5
2019-06-06 15:00,27.1,181.5,2.4,8,58.7
2019-06-06 16:00,26.3,182.8,3.6,8,61.4
2019-06-06 17:00,25.2,194.5,2.1,8,64.9
2019-06-06 18:00,24.1,184.3,2.4,8,67.8
2019-06-06 19:00,23.4,171.5,2.7,8,70.8
2019-06-06 20:00,21,162.7,2,8,88.2
2019-06-06 21:00,19.6,15.1,0.7,8,89.9
2019-06-06 22:00,17.5,78,0.6,8,92.4
2019-06-06 23:00,17.3,342.2,1.7,8,93.2
2019-06-07 0:00,16.5,16.9,1.3,48.5,95.6
2019-06-07 1:00,17,349.2,1.4,48.5,95.6
2019-06-07 2:00,17.4,347.5,2.1,48.5,96.1
2019-06-07 3:00,17.7,4.4,1.1,48.5,95.7
2019-06-07 4:00,17.5,17.8,1.2,48.5,95.9
2019-06-07 5:00,17.6,36.6,1.4,48.5,95.9
2019-06-07 6:00,17.8,23.3,1.4,48.5,93.1
2019-06-07 7:00,18,27.4,1.2,48.5,92
2019-06-07 8:00,19.6,24.2,0.9,48.5,87.3
2019-06-07 9:00,19.4,0,0.3,48.5,89.6
2019-06-07 10:00,19,0,0.4,48.5,92.8
2019-06-07 11:00,18.5,24.9,0.5,48.5,95
2019-06-07 12:00,18.9,0,0.3,48.5,94.1
2019-06-07 13:00,18.6,155,2.2,48.5,94.7
2019-06-07 14:00,19,0,0.3,48.5,93.9
